# Fields: [Realtime_tot|Episode_n|Realtime_episode] - [Sim_time|Sim_iter|Sim_perc] - Message
dbcont
[00:01:19|1|00:01:19] - [00:38:00|229|31.8%] - dL_V=1.5008e-07, dL_Q=1.0975e-05 
[00:01:19|1|00:01:19] - [00:39:00|235|32.6%] - dL_V=2.1580e-08, dL_Q=5.6539e-07 
[00:01:24|1|00:01:24] - [00:40:00|241|33.5%] - dL_V=1.9320e-07, dL_Q=1.4349e-07 
[00:01:37|1|00:01:37] - [00:41:00|247|34.3%] - dL_V=3.0770e-06, dL_Q=1.0429e-06 
[00:02:05|1|00:02:05] - [00:42:00|253|35.1%] - dL_V=1.5187e-06, dL_Q=5.0876e-08 
[00:02:25|1|00:02:25] - [00:43:00|259|36.0%] - dL_V=3.5837e-06, dL_Q=1.1492e-08 
[00:02:44|1|00:02:44] - [00:44:00|265|36.8%] - dL_V=7.0064e-08, dL_Q=9.0169e-09 
[00:02:53|1|00:02:53] - [00:45:00|271|37.6%] - dL_V=2.3876e-08, dL_Q=4.3687e-08 
[00:03:09|1|00:03:09] - [00:46:00|277|38.5%] - dL_V=4.6322e-08, dL_Q=2.0331e-07 
[00:03:26|1|00:03:26] - [00:47:00|283|39.3%] - dL_V=3.0723e-07, dL_Q=1.2209e-10 
[00:03:48|1|00:03:48] - [00:48:00|289|40.1%] - dL_V=9.6953e-13, dL_Q=2.6645e-07 
[00:04:04|1|00:04:04] - [00:49:00|295|41.0%] - dL_V=2.4471e-09, dL_Q=1.7222e-02 
[00:04:17|1|00:04:17] - [00:50:00|301|41.8%] - dL_V=5.0941e-12, dL_Q=5.1403e+05 Q: Converged to an infeasible point.
[00:04:27|1|00:04:27] - [00:51:00|307|42.6%] - dL_V=9.4047e-07, dL_Q=6.8542e-13 
[00:04:36|1|00:04:36] - [00:52:00|313|43.5%] - dL_V=2.3195e-02, dL_Q=4.6132e-02 
[00:04:42|1|00:04:42] - [00:53:00|319|44.3%] - dL_V=8.4128e-02, dL_Q=9.1376e-06 
[00:04:44|1|00:04:44] - [00:54:00|325|45.1%] - dL_V=2.8531e-02, dL_Q=1.9642e-06 
[00:04:51|1|00:04:51] - [00:55:00|331|46.0%] - dL_V=2.8807e-03, dL_Q=2.0102e-03 
[00:04:58|1|00:04:58] - [00:56:00|337|46.8%] - dL_V=2.4620e-06, dL_Q=1.0734e-03 
[00:05:01|1|00:05:01] - [00:57:00|343|47.6%] - dL_V=5.1712e+00, dL_Q=6.8663e-03 V: Converged to an infeasible point. 
[00:05:08|1|00:05:08] - [00:58:00|349|48.5%] - dL_V=9.0558e-03, dL_Q=6.8607e+03 Q: Converged to an infeasible point.
[00:05:12|1|00:05:12] - [00:59:00|355|49.3%] - dL_V=1.7734e-02, dL_Q=7.7178e+03 Q: Converged to an infeasible point.
[00:05:13|1|00:05:13] - [01:00:00|361|50.1%] - dL_V=1.6549e-02, dL_Q=1.3210e-05 
[00:05:22|1|00:05:22] - [01:01:00|367|51.0%] - dL_V=4.7956e-03, dL_Q=5.5801e+03 Q: Converged to an infeasible point.
[00:05:35|1|00:05:35] - [01:02:00|373|51.8%] - dL_V=4.3670e-03, dL_Q=2.8689e-08 
[00:05:39|1|00:05:39] - [01:03:00|379|52.6%] - dL_V=2.0030e-02, dL_Q=6.4783e+03 Q: Converged to an infeasible point.
[00:05:47|1|00:05:47] - [01:04:00|385|53.5%] - dL_V=8.7343e-02, dL_Q=3.3914e-10 V: Converged to an infeasible point. 
[00:05:51|1|00:05:51] - [01:05:00|391|54.3%] - dL_V=2.2444e-02, dL_Q=6.1467e+03 Q: Converged to an infeasible point.
[00:05:56|1|00:05:56] - [01:06:00|397|55.1%] - dL_V=2.7077e-03, dL_Q=3.1040e-04 
[00:06:05|1|00:06:05] - [01:07:00|403|56.0%] - dL_V=7.6334e-03, dL_Q=2.6744e-03 
[00:06:10|1|00:06:10] - [01:08:00|409|56.8%] - dL_V=8.0125e+00, dL_Q=5.3204e-03 V: Converged to an infeasible point. 
[00:06:19|1|00:06:19] - [01:09:00|415|57.6%] - dL_V=6.0661e-06, dL_Q=2.6575e-09 
[00:06:19|1|00:06:19] - [01:10:00|421|58.5%] - dL_V=7.0956e-11, dL_Q=2.8976e-10 
[00:06:20|1|00:06:20] - [01:11:00|427|59.3%] - dL_V=1.0186e-06, dL_Q=1.2983e-09 
[00:06:20|1|00:06:20] - [01:12:00|433|60.1%] - dL_V=8.8833e-13, dL_Q=4.7902e-09 
[00:06:21|1|00:06:21] - [01:13:00|439|61.0%] - dL_V=1.6012e-06, dL_Q=1.5189e-06 
[00:06:27|1|00:06:27] - [01:14:00|445|61.8%] - dL_V=4.1603e-06, dL_Q=1.0265e-09 
[00:06:40|1|00:06:40] - [01:15:00|451|62.6%] - dL_V=1.3223e+04, dL_Q=1.0742e-09 V: Converged to an infeasible point. 
[00:06:43|1|00:06:43] - [01:16:00|457|63.5%] - dL_V=1.0485e-13, dL_Q=1.8818e-06 
[00:06:49|1|00:06:49] - [01:17:00|463|64.3%] - dL_V=2.4504e-08, dL_Q=3.2728e-10 
[00:06:50|1|00:06:50] - [01:18:00|469|65.1%] - dL_V=3.2421e-08, dL_Q=5.7356e-07 
[00:06:50|1|00:06:50] - [01:19:00|475|66.0%] - dL_V=1.5734e-04, dL_Q=2.6359e-07 
[00:07:03|1|00:07:03] - [01:20:00|481|66.8%] - dL_V=2.3928e-02, dL_Q=7.2584e-03 V: Converged to an infeasible point. Q: Solver stopped prematurely.
[00:07:06|1|00:07:06] - [01:21:00|487|67.6%] - dL_V=6.5612e-07, dL_Q=1.0373e-07 
[00:07:07|1|00:07:07] - [01:22:00|493|68.5%] - dL_V=7.4678e-08, dL_Q=7.5609e-07 
[00:07:07|1|00:07:07] - [01:23:00|499|69.3%] - dL_V=2.0604e-08, dL_Q=3.9790e-08 
[00:07:07|1|00:07:07] - [01:24:00|505|70.1%] - dL_V=1.3913e-07, dL_Q=1.2430e-08 
[00:07:08|1|00:07:08] - [01:25:00|511|71.0%] - dL_V=4.8257e-08, dL_Q=9.4193e-08 
[00:07:08|1|00:07:08] - [01:26:00|517|71.8%] - dL_V=9.8686e-09, dL_Q=8.6956e-07 
[00:07:09|1|00:07:09] - [01:27:00|523|72.6%] - dL_V=2.0755e-08, dL_Q=1.7527e-06 
[00:07:09|1|00:07:09] - [01:28:00|529|73.5%] - dL_V=2.3181e-07, dL_Q=1.8043e-07 
[00:07:09|1|00:07:09] - [01:29:00|535|74.3%] - dL_V=3.8803e-08, dL_Q=3.4501e-08 
[00:07:10|1|00:07:10] - [01:30:00|541|75.1%] - dL_V=1.4396e-06, dL_Q=1.3822e-08 
[00:07:10|1|00:07:10] - [01:31:00|547|76.0%] - dL_V=1.5774e-06, dL_Q=6.4571e-07 
[00:07:11|1|00:07:11] - [01:32:00|553|76.8%] - dL_V=2.2491e-08, dL_Q=4.7268e-07 
[00:07:11|1|00:07:11] - [01:33:00|559|77.6%] - dL_V=5.5186e-07, dL_Q=1.5583e-07 
[00:07:12|1|00:07:12] - [01:34:00|565|78.5%] - dL_V=1.9689e-08, dL_Q=6.9672e-07 
[00:07:12|1|00:07:12] - [01:35:00|571|79.3%] - dL_V=1.2419e-08, dL_Q=1.5627e-07 
[00:07:13|1|00:07:13] - [01:36:00|577|80.1%] - dL_V=1.9969e-08, dL_Q=7.8472e-08 
[00:07:13|1|00:07:13] - [01:37:00|583|81.0%] - dL_V=9.9412e-09, dL_Q=6.4211e-08 
[00:07:13|1|00:07:13] - [01:38:00|589|81.8%] - dL_V=8.7091e-07, dL_Q=1.4582e-06 
[00:07:14|1|00:07:14] - [01:39:00|595|82.6%] - dL_V=1.4036e-07, dL_Q=9.0196e-07 
[00:07:14|1|00:07:14] - [01:40:00|601|83.5%] - dL_V=2.1311e-08, dL_Q=1.9133e-07 
[00:07:15|1|00:07:15] - [01:41:00|607|84.3%] - dL_V=1.6436e-06, dL_Q=2.1050e-08 
[00:07:15|1|00:07:15] - [01:42:00|613|85.1%] - dL_V=1.9207e-07, dL_Q=9.1982e-07 
[00:07:15|1|00:07:15] - [01:43:00|619|86.0%] - dL_V=8.5606e-09, dL_Q=1.0650e-06 
[00:07:16|1|00:07:16] - [01:44:00|625|86.8%] - dL_V=1.5552e-06, dL_Q=2.4314e-08 
[00:07:16|1|00:07:16] - [01:45:00|631|87.6%] - dL_V=1.6079e-06, dL_Q=1.6325e-08 
[00:07:17|1|00:07:17] - [01:46:00|637|88.5%] - dL_V=4.5326e-07, dL_Q=1.0540e-06 
[00:07:17|1|00:07:17] - [01:47:00|643|89.3%] - dL_V=8.8501e-07, dL_Q=9.8197e-07 
[00:07:17|1|00:07:17] - [01:48:00|649|90.1%] - dL_V=1.9323e-08, dL_Q=5.3611e-07 
[00:07:18|1|00:07:18] - [01:49:00|655|91.0%] - dL_V=1.0546e-07, dL_Q=1.4499e-06 
[00:07:18|1|00:07:18] - [01:50:00|661|91.8%] - dL_V=4.1516e-07, dL_Q=5.0509e-08 
[00:07:19|1|00:07:19] - [01:51:00|667|92.6%] - dL_V=2.1939e-08, dL_Q=1.0166e-06 
[00:07:19|1|00:07:19] - [01:52:00|673|93.5%] - dL_V=5.1451e-09, dL_Q=2.0750e-06 
[00:07:20|1|00:07:20] - [01:53:00|679|94.3%] - dL_V=2.0544e-08, dL_Q=7.1706e-07 
[00:07:20|1|00:07:20] - [01:54:00|685|95.1%] - dL_V=2.2566e-08, dL_Q=2.3598e-07 
[00:07:20|1|00:07:20] - [01:55:00|691|96.0%] - dL_V=3.3381e-07, dL_Q=2.1199e-07 
[00:07:21|1|00:07:21] - [01:56:00|697|96.8%] - dL_V=1.1224e-07, dL_Q=4.9841e-07 
[00:07:21|1|00:07:21] - [01:57:00|703|97.6%] - dL_V=2.1916e-08, dL_Q=1.2021e-06 
[00:07:22|1|00:07:22] - [01:58:00|709|98.5%] - dL_V=8.3829e-07, dL_Q=1.5948e-06 
[00:07:22|1|00:07:22] - [01:59:00|715|99.3%] - dL_V=2.1096e-08, dL_Q=3.6352e-07 
[00:07:22|1|00:07:22] - [01:59:50|720|100.0%] - checkpoint saved
[00:07:22|1|00:07:22] - [01:59:50|720|100.0%] - episode 1: Jtot=353.008, TTS=353.008, fails=11(9.2%)
